Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Price per Unit (sold),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Sales_Velocity,Quantity_Sold_Hist_Mean,Sales_Velocity_Hist_Mean,Sales_Volatility_Hist,Capacity_Utilization,Sales_Trend_7d,Seasonal_Volatility,Stock_Efficiency
Yogurt,379.57,3.64,3856.4312,24,14.56,2019,12,2,0,4,7,17,3.5714285714285716,178.0,9.954545454545455,44.4674005868485,0.3587736464448793,145.14285714285714,32.42941191130222,0.21008403361344538
Lassi,146.96,12.4375,7104.046400000001,17,49.75,2020,2,23,6,1,13,4,1.6153846153846154,192.0,15.75,49.63685879040302,0.10256410256410256,302.85714285714283,31.309615994956676,0.40384615384615385
Paneer,702.1,13.8525,41501.131,13,55.41,2022,8,5,4,3,13,0,45.53846153846154,182.0,18.88888888888889,39.60277158687125,2.410859728506787,201.28571428571428,49.71532755385483,45.53846153846154
Ghee,590.09,20.7825,50836.253500000006,78,83.13,2022,12,23,4,4,12,66,29.25,188.0,6.563383492932056,43.34753878230251,4.456542883940668,198.42857142857142,25.74408356014258,0.4431818181818182
Yogurt,246.86,17.79,16584.0548,28,71.16,2019,1,9,2,1,28,0,2.5714285714285716,178.0,9.954545454545455,44.4674005868485,0.2583170254403131,225.83333333333334,22.76546445517359,2.5714285714285716
Cheese,656.74,6.875,16352.826,33,27.5,2020,2,10,0,1,12,21,18.333333333333332,194.0,7.842105263157895,56.94558885722439,2.337807606263982,391.0,19.956558294996615,0.8730158730158729
Curd,823.85,6.295,21436.577,7,25.18,2021,5,15,5,2,7,0,26.428571428571427,196.0,34.57142857142857,69.91022195694126,0.7644628099173554,178.57142857142858,52.09545269287577,26.428571428571427
Cheese,770.34,20.3,62967.5916,55,81.2,2021,8,15,6,3,12,43,6.333333333333333,194.0,7.842105263157895,56.94558885722439,0.8076062639821029,210.42857142857142,21.326427220515964,0.14728682170542634
Paneer,461.55,24.1125,44308.8,8,96.45,2021,10,20,2,4,8,0,6.25,182.0,18.88888888888889,39.60277158687125,0.33088235294117646,178.71428571428572,48.974162968296724,6.25
Lassi,627.47,7.1125,19583.3387,18,28.45,2020,9,28,0,3,18,0,21.5,192.0,15.75,49.63685879040302,1.3650793650793651,156.71428571428572,17.847609133710655,21.5
Ice Cream,683.43,4.895,12472.5975,25,19.58,2019,11,22,4,4,25,0,9.76,177.0,9.125,72.25225364557888,1.0695890410958904,259.2857142857143,35.394577275590606,9.76
Lassi,675.65,8.23,24911.2155,12,32.92,2022,6,9,3,2,12,0,55.916666666666664,192.0,15.75,49.63685879040302,3.5502645502645502,250.28571428571428,23.51479496534756,55.916666666666664
Ice Cream,268.95,1.96,2775.564,28,7.84,2022,5,1,6,2,26,2,7.038461538461538,177.0,9.125,72.25225364557888,0.7713382507903056,203.57142857142858,94.931255021169,3.519230769230769
Ghee,438.33,21.0125,37275.5832,131,84.05,2020,6,3,2,2,60,71,2.0833333333333335,188.0,6.563383492932056,43.34753878230251,0.31741758432625844,300.0,11.383149855574802,0.02934272300469484
Paneer,499.95,4.9275,9694.0305,7,19.71,2019,1,18,4,1,7,0,35.42857142857143,182.0,18.88888888888889,39.60277158687125,1.8756302521008403,264.85714285714283,23.015161055737053,35.42857142857143
Buttermilk,544.85,12.6375,30217.381,12,50.55,2021,1,9,5,1,12,0,0.6666666666666666,152.0,18.0,48.52413783860662,0.037037037037037035,169.14285714285714,22.264104527925333,0.6666666666666666
Lassi,925.48,20.27,79211.83320000001,13,81.08,2020,12,31,3,4,13,0,69.3076923076923,192.0,15.75,49.63685879040302,4.400488400488401,364.0,91.13330603354095,69.3076923076923
Milk,857.82,16.375,55518.110400000005,24,65.5,2019,6,2,6,2,24,0,6.916666666666667,202.0,29.043478260869566,164.33150316519354,0.23814870259481036,220.28571428571428,209.1669373214938,6.916666666666667
Yogurt,10.4,11.67,501.28,27,46.68,2020,11,16,0,4,17,10,0.5294117647058824,178.0,9.954545454545455,44.4674005868485,0.053182917002417396,265.14285714285717,19.4285256618971,0.052941176470588235
Buttermilk,516.61,22.055,44552.4464,7,88.22,2021,7,29,3,3,7,0,39.57142857142857,152.0,18.0,48.52413783860662,2.1984126984126986,270.57142857142856,25.28480488772103,39.57142857142857
Paneer,178.05,9.45,7526.173500000001,8,37.8,2019,5,9,3,2,8,0,15.5,182.0,18.88888888888889,39.60277158687125,0.8205882352941176,330.42857142857144,67.12940603786501,15.5
Paneer,225.19,1.7375,2425.2963,11,6.95,2018,12,9,6,4,11,0,0.7272727272727273,182.0,18.88888888888889,39.60277158687125,0.038502673796791446,8.0,41.899535739905225,0.7272727272727273
Butter,269.49,26.0375,26819.6448,36,104.15,2022,10,16,6,4,20,16,3.65,217.0,8.947368421052632,54.71471100437881,0.40794117647058825,106.14285714285714,20.461536028258692,0.228125
Milk,933.28,11.2075,43481.5152,25,44.83,2020,2,16,6,1,9,16,53.888888888888886,202.0,29.043478260869566,164.33150316519354,1.8554557551563537,287.2857142857143,171.3047644048469,3.3680555555555554
Curd,30.61,10.17,1265.7235,6,40.68,2020,10,22,3,4,6,0,4.833333333333333,196.0,34.57142857142857,69.91022195694126,0.13980716253443526,176.57142857142858,42.235685832910754,4.833333333333333
Curd,600.82,17.455,43439.286,6,69.82,2022,1,22,5,1,6,0,21.666666666666668,196.0,34.57142857142857,69.91022195694126,0.6267217630853995,249.85714285714286,44.43556072012025,21.666666666666668
Paneer,707.17,17.6825,47620.8278,12,70.73,2020,1,14,1,1,12,0,24.333333333333332,182.0,18.88888888888889,39.60277158687125,1.288235294117647,249.42857142857142,23.015161055737053,24.333333333333332
Buttermilk,258.19,23.395,23141.5697,13,93.58,2022,7,6,2,3,13,0,3.6153846153846154,152.0,18.0,48.52413783860662,0.20085470085470086,148.0,25.28480488772103,3.6153846153846154
Milk,316.7,11.2625,14112.152,22,45.05,2021,4,27,1,2,1,21,121.0,202.0,29.043478260869566,164.33150316519354,4.166167664670659,159.42857142857142,208.87540979115556,5.761904761904762
Buttermilk,123.23,18.5975,9317.4203,10,74.39,2020,7,17,4,3,10,0,1.2,152.0,18.0,48.52413783860662,0.06666666666666667,283.57142857142856,25.28480488772103,1.2
Butter,936.5,4.645,17240.965,32,18.58,2020,1,15,2,1,14,18,4.785714285714286,217.0,8.947368421052632,54.71471100437881,0.5348739495798319,203.71428571428572,62.264586095764265,0.26587301587301587
Butter,331.21,18.925,24688.3934,26,75.7,2022,11,11,4,4,26,0,8.346153846153847,217.0,8.947368421052632,54.71471100437881,0.9328054298642533,116.28571428571429,19.502974393672847,8.346153846153847
Milk,916.55,22.24,85899.06599999999,26,88.96,2019,6,8,5,2,4,22,17.75,202.0,29.043478260869566,164.33150316519354,0.6111526946107784,191.57142857142858,209.1669373214938,0.8068181818181818
Curd,419.11,2.185,5318.5059,6,8.74,2021,11,25,3,4,6,0,59.833333333333336,196.0,34.57142857142857,69.91022195694126,1.7307162534435263,279.7142857142857,54.82630570341712,59.833333333333336
Lassi,498.65,7.2975,14929.581,13,29.19,2022,12,12,0,4,6,7,26.666666666666668,192.0,15.75,49.63685879040302,1.693121693121693,241.85714285714286,91.13330603354095,3.8095238095238098
Lassi,643.78,10.2975,24650.3362,12,41.19,2019,8,4,6,3,12,0,26.75,192.0,15.75,49.63685879040302,1.6984126984126984,331.57142857142856,65.14999805968438,26.75
Yogurt,886.1,14.4575,50250.731,25,57.83,2022,5,24,1,2,25,0,23.64,178.0,9.954545454545455,44.4674005868485,2.3747945205479453,256.14285714285717,76.6816846453667,23.64
Butter,58.04,7.85,1946.0812,28,31.4,2019,10,12,5,4,28,0,0.6428571428571429,217.0,8.947368421052632,54.71471100437881,0.07184873949579831,229.85714285714286,20.461536028258692,0.6428571428571429
Lassi,870.87,17.095,61422.4611,14,68.38,2021,9,1,2,3,14,0,39.92857142857143,192.0,15.75,49.63685879040302,2.5351473922902494,159.71428571428572,17.847609133710655,39.92857142857143
Yogurt,309.61,21.2025,26549.057500000003,21,84.81,2021,3,2,1,1,6,15,51.166666666666664,178.0,9.954545454545455,44.4674005868485,5.140030441400304,209.57142857142858,69.58566092479155,3.411111111111111
Ghee,635.81,4.645,10961.3644,62,18.58,2022,3,7,0,1,7,55,60.285714285714285,188.0,6.563383492932056,43.34753878230251,9.18515798301813,343.85714285714283,31.03633279344621,1.096103896103896
Buttermilk,792.68,19.98,61226.60319999999,10,79.92,2021,12,1,2,4,4,6,15.25,152.0,18.0,48.52413783860662,0.8472222222222222,271.0,116.58366916634911,2.5416666666666665
Ice Cream,989.92,16.94,66334.5392,24,67.76,2022,9,26,0,3,21,3,15.952380952380953,177.0,9.125,72.25225364557888,1.7482061317677755,274.85714285714283,93.62449606224473,5.317460317460317
Milk,164.24,4.2,2797.0072000000005,22,16.8,2021,10,1,4,4,22,0,7.363636363636363,202.0,29.043478260869566,164.33150316519354,0.25353837778987476,240.28571428571428,82.78913031246772,7.363636363636363
Milk,469.25,23.5875,43842.0275,29,94.35,2022,3,21,0,1,29,0,12.379310344827585,202.0,29.043478260869566,164.33150316519354,0.4262337394177163,151.42857142857142,195.24384587609882,12.379310344827585
Curd,328.37,21.0625,27622.4844,6,84.25,2021,12,7,1,4,6,0,15.833333333333334,196.0,34.57142857142857,69.91022195694126,0.4579889807162535,297.0,61.21557234920363,15.833333333333334
Butter,127.67,5.6475,2508.7155,35,22.59,2019,1,25,4,1,35,0,0.7428571428571429,217.0,8.947368421052632,54.71471100437881,0.0830252100840336,324.85714285714283,62.264586095764265,0.7428571428571429
Ice Cream,402.28,12.11,20958.788,24,48.44,2021,10,5,1,4,24,0,5.916666666666667,177.0,9.125,72.25225364557888,0.6484018264840182,249.0,18.891856211250676,5.916666666666667
Butter,944.23,16.5175,63291.7369,36,66.07,2021,8,16,0,3,31,5,8.516129032258064,217.0,8.947368421052632,54.71471100437881,0.9518026565464897,149.71428571428572,73.83495093260214,1.7032258064516128
Yogurt,227.64,17.295,14892.2088,21,69.18,2021,10,23,5,4,21,0,1.2380952380952381,178.0,9.954545454545455,44.4674005868485,0.12437486410089149,192.0,24.054204233543757,1.2380952380952381
Cheese,617.67,19.6725,51155.42939999999,29,78.69,2020,12,5,5,4,29,0,21.03448275862069,194.0,7.842105263157895,56.94558885722439,2.682249479287202,243.71428571428572,17.59842788346705,21.03448275862069
Cheese,117.18,22.365,10473.5484,86,89.46,2022,5,5,3,2,9,77,4.222222222222222,194.0,7.842105263157895,56.94558885722439,0.5384041759880686,195.57142857142858,22.360169609118195,0.05483405483405483
Curd,617.7,21.1525,50194.302,6,84.61,2020,3,19,3,1,6,0,73.83333333333333,196.0,34.57142857142857,69.91022195694126,2.135674931129477,291.57142857142856,85.70308998374571,73.83333333333333
Paneer,788.45,5.9525,15138.24,7,23.81,2020,9,6,6,3,7,0,19.142857142857142,182.0,18.88888888888889,39.60277158687125,1.0134453781512605,224.57142857142858,25.485395791201146,19.142857142857142
Yogurt,446.6,9.3275,15863.232000000002,30,37.31,2021,8,19,3,3,13,17,10.0,178.0,9.954545454545455,44.4674005868485,1.004566210045662,239.57142857142858,11.206689153771064,0.5882352941176471
Yogurt,465.41,18.1125,34924.366400000006,26,72.45,2021,8,11,2,3,26,0,13.807692307692308,178.0,9.954545454545455,44.4674005868485,1.3870741131015103,266.14285714285717,11.206689153771064,13.807692307692308
Paneer,570.15,4.1525,9270.639,13,16.61,2019,5,19,6,2,13,0,37.46153846153846,182.0,18.88888888888889,39.60277158687125,1.983257918552036,302.0,67.12940603786501,37.46153846153846
Lassi,87.48,14.01,5155.1964,15,56.04,2020,5,9,5,2,15,0,4.733333333333333,192.0,15.75,49.63685879040302,0.30052910052910053,125.14285714285714,15.13846513507707,4.733333333333333
Yogurt,561.7,4.93,10891.363,27,19.72,2021,1,19,1,1,27,0,3.037037037037037,178.0,9.954545454545455,44.4674005868485,0.3050904786064603,188.57142857142858,22.76546445517359,3.037037037037037
Curd,741.88,8.075,23495.3396,6,32.3,2021,5,2,6,2,6,0,17.333333333333332,196.0,34.57142857142857,69.91022195694126,0.5013774104683196,155.71428571428572,52.09545269287577,17.333333333333332
Ice Cream,988.41,7.9,29672.0682,21,31.6,2021,8,9,0,3,19,2,39.8421052631579,177.0,9.125,72.25225364557888,4.366258111031002,496.2857142857143,165.4885276378345,19.92105263157895
Paneer,477.95,19.51,36429.349,13,78.04,2021,8,27,4,3,13,0,2.3076923076923075,182.0,18.88888888888889,39.60277158687125,0.12217194570135746,106.85714285714286,49.71532755385483,2.3076923076923075
Lassi,329.38,4.045,5204.204,12,16.18,2020,5,8,4,2,4,8,26.75,192.0,15.75,49.63685879040302,1.6984126984126984,134.28571428571428,15.13846513507707,3.34375
Yogurt,125.36,14.6425,6870.9816,24,58.57,2019,5,11,5,2,24,0,2.2916666666666665,178.0,9.954545454545455,44.4674005868485,0.23021308980213087,212.14285714285714,76.6816846453667,2.2916666666666665
Curd,351.69,19.8275,27329.8299,6,79.31,2022,6,8,2,2,6,0,26.166666666666668,196.0,34.57142857142857,69.91022195694126,0.7568870523415978,323.57142857142856,98.47287847669386,26.166666666666668
Buttermilk,318.52,14.445,19493.424,12,57.78,2022,11,3,3,4,12,0,0.75,152.0,18.0,48.52413783860662,0.041666666666666664,87.42857142857143,33.407441708270284,0.75
Paneer,104.3,25.275,10048.262,14,101.1,2019,11,3,6,4,14,0,5.428571428571429,182.0,18.88888888888889,39.60277158687125,0.28739495798319326,168.14285714285714,29.968284627314485,5.428571428571429
Ice Cream,411.24,12.52,19102.098,23,50.08,2019,7,18,3,3,23,0,16.565217391304348,177.0,9.125,72.25225364557888,1.8153662894580107,215.85714285714286,61.64490496018566,16.565217391304348
Cheese,442.02,21.615,37408.1526,66,86.46,2019,4,4,3,2,5,61,87.6,194.0,7.842105263157895,56.94558885722439,11.170469798657718,193.42857142857142,66.31403577677173,1.4360655737704917
Buttermilk,200.83,2.0825,2088.632,14,8.33,2019,7,12,4,3,14,0,8.071428571428571,152.0,18.0,48.52413783860662,0.44841269841269843,180.57142857142858,25.28480488772103,8.071428571428571
Ice Cream,909.73,2.0325,11626.3494,28,8.13,2020,6,19,4,2,28,0,15.142857142857142,177.0,9.125,72.25225364557888,1.659491193737769,341.0,26.052907676433684,15.142857142857142
Ghee,103.7,9.76,4253.774,139,39.04,2019,5,1,2,2,48,91,0.25,188.0,6.563383492932056,43.34753878230251,0.038090110119151005,116.42857142857143,44.276704131336324,0.0027472527472527475
Butter,469.58,19.4825,35448.5942,36,77.93,2022,2,8,1,1,36,0,11.305555555555555,217.0,8.947368421052632,54.71471100437881,1.263562091503268,187.85714285714286,9.341512894137912,11.305555555555555
Lassi,333.37,11.275,15518.3735,18,45.1,2021,3,1,0,1,18,0,7.444444444444445,192.0,15.75,49.63685879040302,0.47266313932980597,201.28571428571428,22.304634251858513,7.444444444444445
Milk,144.22,12.8025,7803.7442,1,51.21,2019,8,21,2,3,1,0,20.0,202.0,29.043478260869566,164.33150316519354,0.688622754491018,470.57142857142856,135.05702816027141,20.0
Buttermilk,524.67,19.04,41139.37469999999,12,76.16,2019,9,7,5,3,12,0,10.25,152.0,18.0,48.52413783860662,0.5694444444444444,201.85714285714286,15.45455374986849,10.25
Curd,901.97,19.06,72401.1319,6,76.24,2019,8,8,3,3,6,0,54.666666666666664,196.0,34.57142857142857,69.91022195694126,1.581267217630854,349.14285714285717,124.4520493391122,54.666666666666664
Cheese,927.51,3.005,11315.622,70,12.02,2020,5,17,6,2,51,19,8.294117647058824,194.0,7.842105263157895,56.94558885722439,1.0576391630477695,257.0,22.360169609118195,0.4365325077399381
Lassi,64.22,14.7925,4090.814,13,59.17,2021,1,15,4,1,13,0,3.5384615384615383,192.0,15.75,49.63685879040302,0.22466422466422467,125.57142857142857,78.6859636309452,3.5384615384615383
Curd,919.79,12.1375,48178.6002,5,48.55,2021,12,7,1,4,4,1,12.5,196.0,34.57142857142857,69.91022195694126,0.3615702479338843,299.42857142857144,61.21557234920363,12.5
Ice Cream,440.13,24.6075,43242.7725,21,98.43,2022,3,3,3,1,15,6,3.0,177.0,9.125,72.25225364557888,0.3287671232876712,242.14285714285714,27.98014051352803,0.5
Paneer,139.05,18.485,10491.322500000002,9,73.94,2021,6,21,0,2,3,6,1.3333333333333333,182.0,18.88888888888889,39.60277158687125,0.07058823529411765,131.57142857142858,24.496065128402318,0.2222222222222222
Lassi,30.51,4.2975,666.9486,17,17.19,2021,1,1,4,1,17,0,0.8823529411764706,192.0,15.75,49.63685879040302,0.056022408963585436,297.0,78.6859636309452,0.8823529411764706
Milk,516.71,12.0425,23970.1769,22,48.17,2021,6,25,4,2,22,0,14.227272727272727,202.0,29.043478260869566,164.33150316519354,0.4898611867174741,243.85714285714286,209.1669373214938,14.227272727272727
Milk,269.62,18.02,19474.6526,30,72.08,2021,2,23,1,1,19,11,5.421052631578948,202.0,29.043478260869566,164.33150316519354,0.18665300976993382,180.42857142857142,171.3047644048469,0.49282296650717705
Yogurt,718.41,13.485,39871.755,24,53.94,2019,4,25,3,2,13,11,47.30769230769231,178.0,9.954545454545455,44.4674005868485,4.7523709167544785,171.14285714285714,23.387685266416824,4.300699300699301
Yogurt,754.25,5.29,15243.3925,28,21.16,2022,11,21,0,4,28,0,10.357142857142858,178.0,9.954545454545455,44.4674005868485,1.04044357469015,324.42857142857144,19.4285256618971,10.357142857142858
Ghee,653.97,12.785,35961.810300000005,70,51.14,2019,5,1,2,2,13,57,14.461538461538462,188.0,6.563383492932056,43.34753878230251,2.2033663699693506,136.42857142857142,44.276704131336324,0.25371120107962214
Ice Cream,485.54,8.91,19649.8038,24,35.64,2022,12,21,2,4,7,17,42.42857142857143,177.0,9.125,72.25225364557888,4.649706457925636,203.42857142857142,113.16620060215111,2.495798319327731
Ghee,829.32,8.7975,31796.12880000001,145,35.19,2019,5,6,0,2,39,106,12.615384615384615,188.0,6.563383492932056,43.34753878230251,1.922085556781774,247.0,44.276704131336324,0.11901306240928881
Ghee,762.1,10.7575,30773.598,67,43.03,2022,1,19,2,1,55,12,9.436363636363636,188.0,6.563383492932056,43.34753878230251,1.4377285201337726,424.57142857142856,62.08880732047191,0.7863636363636363
Butter,630.7,23.915,61442.79400000001,29,95.66,2022,4,10,6,2,12,17,8.166666666666666,217.0,8.947368421052632,54.71471100437881,0.9127450980392156,280.0,139.69796862977364,0.48039215686274506
Yogurt,281.54,2.315,3057.5244,27,9.26,2021,12,6,0,4,27,0,4.518518518518518,178.0,9.954545454545455,44.4674005868485,0.4539151023169287,128.57142857142858,32.42941191130222,4.518518518518518
Milk,447.6,14.22,27303.6,2,56.88,2021,10,2,5,4,2,0,220.5,202.0,29.043478260869566,164.33150316519354,7.5920658682634725,287.7142857142857,82.78913031246772,220.5
Curd,228.75,12.405,12318.1875,7,49.62,2019,5,4,5,2,7,0,11.571428571428571,196.0,34.57142857142857,69.91022195694126,0.3347107438016529,295.85714285714283,52.09545269287577,11.571428571428571
Curd,42.13,19.705,3229.2645,6,78.82,2021,12,21,1,4,6,0,1.6666666666666667,196.0,34.57142857142857,69.91022195694126,0.048209366391184574,252.71428571428572,61.21557234920363,1.6666666666666667
Buttermilk,56.33,13.3725,3243.4814,9,53.49,2019,12,26,3,4,9,0,0.6666666666666666,152.0,18.0,48.52413783860662,0.037037037037037035,156.28571428571428,116.58366916634911,0.6666666666666666
Ice Cream,555.95,2.4825,6738.1140000000005,24,9.93,2021,4,4,6,2,21,3,5.571428571428571,177.0,9.125,72.25225364557888,0.6105675146771037,134.85714285714286,27.597170162380262,1.857142857142857
Ice Cream,330.71,12.4625,16426.3657,21,49.85,2022,1,7,4,1,21,0,13.238095238095237,177.0,9.125,72.25225364557888,1.4507501630789301,310.2857142857143,26.732437350347993,13.238095238095237
Ice Cream,822.84,8.85,29630.4684,24,35.4,2022,6,22,2,2,24,0,11.458333333333334,177.0,9.125,72.25225364557888,1.2557077625570776,283.2857142857143,26.052907676433684,11.458333333333334
Ice Cream,987.05,3.8975,16700.886000000002,22,15.59,2020,2,18,1,1,22,0,26.40909090909091,177.0,9.125,72.25225364557888,2.8941469489414695,328.7142857142857,39.885494812129714,26.40909090909091
Lassi,527.39,15.3325,31564.2915,18,61.33,2022,5,20,4,2,18,0,26.055555555555557,192.0,15.75,49.63685879040302,1.654320987654321,281.42857142857144,15.13846513507707,26.055555555555557
Cheese,104.97,25.165,10432.9683,62,100.66,2022,9,3,5,3,35,27,1.2857142857142858,194.0,7.842105263157895,56.94558885722439,0.16395014381591563,271.14285714285717,116.58518894484398,0.04761904761904762
Yogurt,330.65,8.2825,10554.348,28,33.13,2020,10,25,6,4,26,2,6.923076923076923,178.0,9.954545454545455,44.4674005868485,0.6954689146469969,293.14285714285717,24.054204233543757,3.4615384615384617
Milk,369.22,13.0075,18652.994400000003,28,52.03,2019,5,3,4,2,23,5,2.739130434782609,202.0,29.043478260869566,164.33150316519354,0.09431137724550898,178.0,130.0079689939997,0.5478260869565218
Cheese,247.81,8.88,7659.8071,38,35.52,2019,11,23,5,4,6,32,17.833333333333332,194.0,7.842105263157895,56.94558885722439,2.2740492170022373,386.14285714285717,56.581114457762666,0.5572916666666666
Ghee,987.34,14.125,55587.242,76,56.5,2019,4,13,5,2,13,63,65.84615384615384,188.0,6.563383492932056,43.34753878230251,10.032349003690236,460.2857142857143,70.70925070088025,1.045177045177045
Ghee,70.77,16.4025,4924.8843,146,65.61,2022,12,16,4,4,58,88,0.5862068965517241,188.0,6.563383492932056,43.34753878230251,0.08931474096904375,155.57142857142858,25.74408356014258,0.006661442006269592
Cheese,496.67,24.0425,46905.5148,45,96.17,2020,5,7,3,2,40,5,0.225,194.0,7.842105263157895,56.94558885722439,0.028691275167785236,228.0,22.360169609118195,0.045
Milk,36.48,18.2325,2812.2432,25,72.93,2019,11,11,0,4,25,0,0.56,202.0,29.043478260869566,164.33150316519354,0.019281437125748504,249.71428571428572,122.84842629047019,0.56
Cheese,107.72,18.31,8040.2208,73,73.24,2021,4,3,5,2,50,23,0.86,194.0,7.842105263157895,56.94558885722439,0.10966442953020133,99.28571428571429,66.31403577677173,0.03739130434782609
Yogurt,61.42,20.4325,4796.2878,28,81.73,2020,9,19,5,3,16,12,3.625,178.0,9.954545454545455,44.4674005868485,0.3641552511415525,302.0,62.732106962083954,0.3020833333333333
Milk,796.06,22.4625,72115.0754,2,89.85,2022,1,25,1,1,2,0,157.5,202.0,29.043478260869566,164.33150316519354,5.422904191616766,200.57142857142858,177.43517510271528,157.5
Lassi,25.84,22.07,2396.9184,13,88.28,2020,5,24,6,2,3,10,5.666666666666667,192.0,15.75,49.63685879040302,0.35978835978835977,172.28571428571428,15.13846513507707,0.5666666666666667
Yogurt,862.97,4.1,17466.5128,30,16.4,2021,11,6,5,4,30,0,7.833333333333333,178.0,9.954545454545455,44.4674005868485,0.786910197869102,261.2857142857143,19.4285256618971,7.833333333333333
Cheese,339.9,8.2725,10390.743,74,33.09,2020,4,1,2,2,56,18,4.0,194.0,7.842105263157895,56.94558885722439,0.5100671140939598,155.42857142857142,66.31403577677173,0.2222222222222222
Paneer,487.52,16.6675,30396.872,7,66.67,2019,6,13,3,2,4,3,74.25,182.0,18.88888888888889,39.60277158687125,3.9308823529411763,268.0,24.496065128402318,24.75
Curd,571.18,8.68,17735.139,6,34.72,2022,5,13,4,2,6,0,74.16666666666667,196.0,34.57142857142857,69.91022195694126,2.1453168044077136,304.2857142857143,52.09545269287577,74.16666666666667
Butter,152.98,16.81,10214.4746,34,67.24,2020,6,1,0,2,34,0,0.7058823529411765,217.0,8.947368421052632,54.71471100437881,0.07889273356401384,253.57142857142858,16.70396021691645,0.7058823529411765
Milk,782.62,7.4825,26413.425,1,29.93,2020,2,19,2,1,1,0,326.0,202.0,29.043478260869566,164.33150316519354,11.224550898203592,310.14285714285717,171.3047644048469,326.0
Ice Cream,501.7,5.47,12457.211,21,21.88,2020,5,30,5,2,21,0,23.238095238095237,177.0,9.125,72.25225364557888,2.546640574037834,284.85714285714283,94.931255021169,23.238095238095237
Lassi,795.2,14.4825,49660.240000000005,16,57.93,2021,10,13,2,4,16,0,3.25,192.0,15.75,49.63685879040302,0.20634920634920634,262.14285714285717,28.685058460461505,3.25
Lassi,401.52,6.675,12539.4696,13,26.7,2021,2,25,3,1,10,3,25.8,192.0,15.75,49.63685879040302,1.638095238095238,239.28571428571428,31.309615994956676,8.6
Buttermilk,408.88,20.3225,33221.5,10,81.29,2020,3,8,6,1,2,8,203.0,152.0,18.0,48.52413783860662,11.277777777777779,156.42857142857142,35.24982003251589,25.375
Curd,607.71,10.2475,27656.8821,5,40.99,2020,6,8,0,2,5,0,94.8,196.0,34.57142857142857,69.91022195694126,2.7421487603305787,277.85714285714283,98.47287847669386,94.8
Buttermilk,248.82,12.6075,11572.6182,7,50.43,2021,4,30,4,2,7,0,12.428571428571429,152.0,18.0,48.52413783860662,0.6904761904761905,245.28571428571428,25.655739225146082,12.428571428571429
Cheese,616.33,10.655,28166.281000000003,52,42.62,2022,7,2,5,3,29,23,13.862068965517242,194.0,7.842105263157895,56.94558885722439,1.7676463781532052,225.85714285714286,80.60997817948127,0.6026986506746627
Milk,883.32,24.895,87448.68000000001,2,99.58,2021,11,30,1,4,2,0,53.5,202.0,29.043478260869566,164.33150316519354,1.842065868263473,150.42857142857142,122.84842629047019,53.5
Cheese,752.32,2.1075,8433.507200000002,61,8.43,2019,4,6,5,2,32,29,9.6875,194.0,7.842105263157895,56.94558885722439,1.2353187919463087,234.57142857142858,66.31403577677173,0.33405172413793105
Milk,386.55,15.56,22559.058,2,62.24,2021,8,11,2,3,2,0,149.0,202.0,29.043478260869566,164.33150316519354,5.130239520958083,280.14285714285717,135.05702816027141,149.0
Buttermilk,394.68,20.31,33674.0976,12,81.24,2019,6,5,2,2,2,10,52.0,152.0,18.0,48.52413783860662,2.888888888888889,300.0,69.05672210132221,5.2
Paneer,571.04,21.6925,50194.416,8,86.77,2020,11,21,5,4,8,0,40.375,182.0,18.88888888888889,39.60277158687125,2.1374999999999997,177.71428571428572,29.968284627314485,40.375
Buttermilk,83.31,16.31,5167.719300000001,13,65.24,2020,1,16,3,1,2,11,31.0,152.0,18.0,48.52413783860662,1.7222222222222223,158.0,22.264104527925333,2.8181818181818183
Cheese,604.41,19.565,50299.0002,37,78.26,2021,10,23,5,4,37,0,1.162162162162162,194.0,7.842105263157895,56.94558885722439,0.14819517504081264,349.42857142857144,61.43451097654682,1.162162162162162
Paneer,124.82,17.2175,8429.0946,14,68.87,2021,3,23,1,1,14,0,7.214285714285714,182.0,18.88888888888889,39.60277158687125,0.3819327731092437,125.0,45.330069626579196,7.214285714285714
Cheese,389.72,10.295,16251.324000000002,58,41.18,2021,8,9,0,3,39,19,8.384615384615385,194.0,7.842105263157895,56.94558885722439,1.0691791430046462,362.14285714285717,21.326427220515964,0.44129554655870445
Lassi,907.28,5.9875,25013.7096,17,23.95,2021,3,26,4,1,17,0,0.47058823529411764,192.0,15.75,49.63685879040302,0.029878618113912233,217.57142857142858,22.304634251858513,0.47058823529411764
Paneer,426.28,24.925,41050.764,8,99.7,2022,5,2,0,2,2,6,154.0,182.0,18.88888888888889,39.60277158687125,8.152941176470588,270.7142857142857,67.12940603786501,25.666666666666668
Buttermilk,119.49,7.5875,3637.2756,11,30.35,2019,8,26,0,3,8,3,0.75,152.0,18.0,48.52413783860662,0.041666666666666664,267.57142857142856,38.22123656599648,0.25
Buttermilk,571.41,1.88,6085.5165,7,7.52,2020,9,10,3,3,7,0,54.714285714285715,152.0,18.0,48.52413783860662,3.0396825396825395,245.85714285714286,15.45455374986849,54.714285714285715
